timestamp,tick,last_digit,volatility,trend,volatility_measure
2024-08-14 15:58:13.774576,2,2,2,2,8
2024-08-14 15:58:13.774576,7,7,2,2,8
2024-08-14 15:58:13.774576,8,8,2,2,8
2024-08-14 15:58:13.774576,3,3,2,2,8
2024-08-14 15:58:13.774576,7,7,2,2,8
2024-08-14 15:58:13.876334,8,8,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,8,8,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,6,6,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,8,8,4,0,8
2024-08-14 15:58:13.876334,8,8,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,8,8,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,6,6,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,2,2,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,4,4,4,0,8
2024-08-14 15:58:13.876334,3,3,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,7,7,4,0,8
2024-08-14 15:58:13.876334,9,9,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.876334,5,5,4,0,8
2024-08-14 15:58:13.876334,1,1,4,0,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,4,4,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,4,4,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,4,4,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,5,5,0,1,8
2024-08-14 15:58:13.896659,9,9,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,1,1,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,3,3,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,2,2,0,1,8
2024-08-14 15:58:13.896659,6,6,0,1,8
2024-08-14 15:58:13.896659,8,8,0,1,8
2024-08-14 15:58:13.896659,7,7,0,1,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,6,6,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,5,5,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,6,6,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,9,9,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,6,6,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,5,5,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,5,5,1,0,8
2024-08-14 15:58:13.932498,9,9,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,6,6,1,0,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,8,8,1,0,8
2024-08-14 15:58:13.932498,3,3,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,4,4,1,0,8
2024-08-14 15:58:13.932498,9,9,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,6,6,1,0,8
2024-08-14 15:58:13.932498,7,7,1,0,8
2024-08-14 15:58:13.932498,9,9,1,0,8
2024-08-14 15:58:13.932498,5,5,1,0,8
2024-08-14 15:58:13.932498,2,2,1,0,8
2024-08-14 15:58:13.932498,1,1,1,0,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,4,4,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,3,3,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,5,5,3,2,8
2024-08-14 15:58:15.276463,9,9,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,1,1,3,2,8
2024-08-14 15:58:15.276463,2,2,3,2,8
2024-08-14 15:58:15.276463,7,7,3,2,8
2024-08-14 15:58:15.276463,6,6,3,2,8
2024-08-14 15:58:15.276463,8,8,3,2,8
